text,label
حلال مشاكل يا بدوية فضحتينا,0
الجزائر وتونس والمغرب والحتت دي اللي بيتكلموا فرنساوي أكتر من العربي مش عرب أصلا,0
من كثر ما شربت نيسكافيه و قهوة نعست,1
اليهود والامازيغ نسيج اكبر التجار دخول العرب افريقيه وكذبو طارق ابن زياد بلولايه وقتلوه الطمع,1
الرجاله دلوقتي شايفين نفسهم على الآخر وهم أصلا حثالة المجتمع,0
اللهم نصرك المبين لعبادك المرابطين في بيت المقدس واكناف بيت المقدس وغزة العزة الصامدة باْذن الله,0
كل القصايد .. ~,0
محدش يحب محمد رمضان انتو عملتو منه أسطورة ولا يسو هذا عميل صهيوني خنزير,1
#بايع_الكليجا قليلات ادب مشفوحات فشلتنا الله يفشلكن 👊🏼👊🏼,1
هههههههه ما انتي سويتي اشي بخزي,1
🐏🐏: نحن الجفلن انتن منو<LF>🐑🐑: نحن الواقفات<LF>🐐: واقفات قنا!! بءاءاءاءاءاءاءهههههههههاااااااااااااااي,1
جايي دورك حضري حالك عالحبس,1
مقتل المولازم أول: عبد الله علي عموم قتل في معارك ريف إدلب⁦ القتيل من قرية تركب/ ريف طرطوس,1
حابين تجذبوا السياح ؟ فكروا والله جد في تخفيض الأسعار دخولية البترا للأن اغلى دخولية مكان سياحي بالعالم .,1
الموسم الجاي ان شاء الله اتحادي نصراوي وبنوقف 🐸 والطواقي عند حدهم,0
ما هي التافهة صرعتنا حرام اكيد كل ليل مش نايمة يا حبيبتي لكن نامي هلا و ريحينا شوي,1
اللهم آمين يا رب العالمين أن من أعظم العبادات هو جبر الخواطر وأعظم ما فيها أن تجبر خواطر أناس وأنت مكسور الخاطر ....,0
ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه ماسوو الكوره للعيال بس عادي بنات يلعبون بس ماتوصل لدرجة يسوونلكم دوري 😤,1
. من سنابي البارحة مع الغلا,0
النت اليوم سيء ..,1
تصدق كنت ناسي خالص,0
#قطع_شريان_النسويات هههههههههههههههههههههههههه صدقوني يا النسويات راح تكون حالتكم تيتي زي ما رحتي جيتي 😂,1
أساس حديثك علاها بالطريقة حلال هههه تكسب حسناتك جيت تعرف الحلال والحرام دعيتلها بالهداية تحكم علها بالجحيم كاينك خالقها تحب تحكي بلغة الدين,0
يلعن دين امك يا شيخ حلحد بسببك يابن الوسخه,0
كفايه جشع و شغل اليهود ده وسلك,0
معروف عن الشيعة انهم حمير اليهود,1
مئات اللاجئين المسلمين في فنلندا يعتنقون المسيحية لأنهم لم يعودوا بحاجة للإسلام…هذا ما يحصل هناك ift.tt/2yTcXGa,1
الإعلام السلطه الرابعه يجب أن يكون له دور تثقيفي من خلال إلقاء الضوء على التجارب ليس فقط الارقام الصوره لصحيفة هنديه,1
تحياتي للقوات المسلحة الاردنية والاجهزة الامنية من مخابرات ودرك وخاصة وسلاح جو وامن عام وغيرهم الخ تحية اعتزاز وفخر لهم حماة الوطن,1
يا باشا بقيت تلاقي في كل شارع كنيسه حاجه وسخه,0
كيف بتعرف انوو الصيف اجا كل البسس فوق السيارات قاعده,0
اليوم الاول لي باستخدام الرقم الجامعي الجديد .. ' ' ' ' ' ابشركم خرى ..,0
يا كسمك ياللي اهلك كلهم بينطوا علي بعض يا خليجي يا نجس ياللي لاتعرفلك ام ولا ابن,0
قال فيصل علوي : قل لي ليش وا سيدي ، طبعك ليه صبح مقلوب .. قل لي شو جرى منّي ، سامحني و انا باتوب .. دانة على ام دانة,0
هذا هو حزب المردة حمير وكلاب وخنازير,1
متل ما هم ساكتين عن الإحتلال وابادة غزة .. ما في فرق ومش غريب على هذه الأمة النائمة .#غزة_تقاوم,1
I'm at مخابز جوهرة مكة,0
تعجبني الخدامة الاثيوبية<LF>اذا حقدت على احد تذبحه على طول<LF>وانا اذا حقدت شاطر بس اكتب<LF>واضحة<LF>مقصودة<LF>كلام يدل دربه 🙉👌🏃‍♂️<LF>ودي احط هاالاثيوبيه حارس على بياع الكليجا هالضعيف بياكلونه بناتنا المشافيح <LF><LF>#بايع_الكليجا,1
لماذا نكره اليهود. ..؟!,1
كذبت وصدق رسول الله,0
لي ما بنزلي انت يا #ديما_الوطية يا بنت الحرام,1
"المصالحه في ليبيا """" تجري بطرف على حساب طرف"""" يعني ستبقى الفتنه تشتعل في ليبيا ل 20 سنة قادمة واكثر حتى تضع الحرب اوزارها"""" مصر فلتصلح حالها",0
وصلت التعليمات من #عزمي_بشاره بشيطنة دولة #الامارات(العزيزيه) ومحاولة خلق الفتنه بينها وبين #السعوديه_العظمى ولكن هيهات 😎✌️,1
دول عالم كفره و عروا الاسلام و المسلمين,0
ما أروق و أحلى الجامعة الأردنية و هي فاضية (@ The University of Jordan | الجامعة الأردنية),0
هاد مو نفسو مدريد اللي اكتسح بايرن و برشلونة بالأبطال و الكأس.,0
اقتلييييهااا مشان الله,1
فكل يوم اتاكد اكثر من اني مو عايش مع بني ادمين انا عايش مع مجموعة مخانيث خنازير نجسه ملعونه قذرة الله يبيدكم بعذاب…,1
انت ذبابة بس مش حرة,1
يلعن ابو شكلكم علي اللي علمكم ان دي رجوله,0
مقتل نوار محمود أحمد قتل في ريف ادلب القتيل من قرية السعدانة / القدموس,1
دولة الناس الباطله,0
إنتهيت من فزعي الأخير للدقيقة الآتية ولبعد ساعة أخرى ولما قبل سيجارة النوم أصبحت طيّ علكة بِأسناني أبتلع لساني لو شئت ، أقف بريح فاترة وأتصاعد بغليان الاسفلت أحتطب شعوري من أضواء السيارات أتسائل في نفسي : لو هاجرت ولي بيت وبندقة بثغر أمي تدق الوقت لو رحلت لي وكلي غياب.,0
المحور زحمه اوي وانا اتاخرت,0
سُئل حكيم ماهو الحظ ؟ قال ان تموت قبل موت أمك ! احفظ لنا امهاتنا واطل باعمارهم,0
لعنة الله عليك يا خنزير .يا ابن المجرم.,1
الفرق بين النسويات والدواعش.... النسوية تغرر بالبنات وتعدهن بجنة الدنيا.. الداعشي يغرر بالاولاد ويعدهم بجنة الأخرة ........ وكلهم كذابين .. #قطع_شريان_النسويات,1
الهجرة اليهودية إلى إسرائيل تسجل رقماً قياسياً منذ 10 أعوام,0
ههههههههه لا سوري ولا مصري سعودي هههههه,1
معروفة أي حد مش عارف يشتغل في مصر بيسافر قطر على طول عشان فرص العمل فيها كويسه جدا إن إنت تعلي مستوى المعيشة بتاعك كبيرة أوي هناك,0
مع اني ضد اللي سووه البنات ومنظر غير حضاري 🤢 بس احسسسسسسسسسن ازعجتونا بالمغربيات و روئ الصبان و ايفانكا و مدري مين ي الله حسو 😂 #بايع_الكليجا,1
أيها السنّي وأيها الشيعي شاهد كيف يستخفّون بعقلك - الشيخ ياسر عودة fb.me/1ICC1wUrd,1
هذا الهوى من عدهم يحمل طيوب احبابي والقلب ماينساهم والعشق مو جذابي,0
أنا لو في إيدي كنت لميت اليهود كلهم في مكان واحد وولعت فيهم بجاز وسخ هما ميستحقوش أقل من كده,0
صدقا لم يسبق لي أن سمعت أي نوع من أنواع التحريض بأي كنيسة كانت دائما الدعوه للحب والسلام للجميع,0
ليس من الضروري أن يعجبكم كلامي .. فكلام الملوك لا يعجب الخدم ..,0
سيرجيو راموس : الأحصنة كانت شغفا آخر بالنسبة لي ، والآن لدي منهم في مزرعتي.,0
عيري كامل السعودية الكعبة المشرمطة سلامي لبنات القطيف القحبات,1
النهارده يوم ابن وسخه من اوله مكنتش ناقصاك خالص,0
وين السلطية ؟,1
ليس الأمر أني عبقري، كل ما هنالك أني أجاهد مع المشاكل لفترة أطول.-ألبرت أينشتاين,0
روحي ارفعي السرية المصرفية عن حساباتك وحسابات زوجك المصون وبعدين تفصحني واحكي! #ديما_الطز,1
سهل الغاب إسقاط طائرتي استطلاع مذخرتين ل قطعان المنظومة الإجرامية الصهيوصفوية على محور العنكاوي و الحاكورة في منطقة سهل الغاب بريف حماة الغربي الله أكبر و لله الحمد.,0
ملحقتش انام خالص امبارح فقايم النهارده مدروخ ومش شايف قدامي و مش عارف اتعامل خالص,0
اللهم صلى وسلم سيدنا محمد نحنا مسلمين اليهود دين عهد نحنا الجزائر مستحيل نقبلو,1
ترى بممللكم بالاغنية,0
اللهم احسن عاقبتنا في الامور كلها وأجرنا من خزي الدنيا وعذاب الاخره.من كرر هذا الدعاء عاش بخير ومات بخيروأحسن الله خاتمته,0
الرجاله دول طريقة تفكيرهم أقدم من الجزمة القديمة,0
نظامهم واحد .🔪 URL,0
كشم للست هتلاقيها بتعاملك باحترام عاملها كويس هتلاقيها راكباك هما كده يخافوا ما يختشوش,0
والله العظيم انت ابن حرام وابن شرموطه,0
صراحة فونيني حمار جداً,0
الله أكبر الله أكبر الله أكبر لا إله إلا الله الله أكبر الله أكبر الله أكبر ولله الحمد. كل عام والأمة العربية والإسلامية بخير.. تقبل الله صيامكم وقيامكم وصالح أعمالكم..أعاده الله عليكم بالخير واليمن والبركات.,0
الي ضيعونا كاسياس و بيل,1
""" الحرمان يولد الانفجار فرحتهم بالامس تؤكد ذلك .. لا بطولات لا انجازات لا صداره .. وش عندهم يتكلمون فيه""",0
تضربي شو سئيله,1
شهر 8 حالف انه ما يخلص,0
في ظلمة الليل وفي حالة الهدوء إختم يومك بصلاة الوتر فإنها سكينة للقلب ،وطهارة للجسد ، ودعاء مستجاب بإذن الله .,1
"“ هربنا مقطع صغير من أغنية ""الحلوة دي"" لتسمعوه .. شرفونا على الحفلة يوم ١٥/٥ عشان تسمعوها وتسمعوا باقي… ”",0
قطري ابن جزمه منتن الله يحرقك بغضبه عن قريب,0
لا تخافيش انا فيش بينج وابر عشان حامل بدون ابر بينج,0
بلا شرف انتي وعيلتك,1
ممكن تطفوا الضواو بالشارع عند سيفوي السابع يعني مشان التوفير و هيكا صرنا الظهر,0
كل تراب انت وأشكالك لا تريدون سوى قبر الخميني وأشكاله بيت الله مفتوح لأحرار قطر اما المرتزقه وأذناب روافض ايران يعرفون مكانهم,1
شوية الشباب اللي كانوا هناك دول باين عليهم إنهم من السودان,0
مشكله كبيره سوء الظن,0
زيت البلاد ولا سمن الغربة ... ):,0
حسب الموقف لا تعمم,0
سهم قوى وقاتل لمن يفهمه,0
ياللي شعبك اتناك من فرنسا لحد ما بقيتو تتكلمو زيهم,0
متوقع ايه من خنازير حرفت كلام الله و رسوله هما الشيعه كده ميستحقوش يتقال عليهم مسلمين دول كفار زي المسيحيين,0
قو الغانمين والغانمات-في الأردن انتقمت من زوجها بدس السم في طعامه وقطع رأسه وتقيع جسده ورمي الأجزاء في الحاوية على فترات-ج٢٠-١١-٢٠١٥,1
اي بنتعلمها منك للبنجو,0
#بايع_الكليجا قلة ادب ووقاحة و الداهية منهم امهات مربيات اجيال الله يستر من اللي جاي ....😠,1
بناتكم المشردين الشوارع ابناء الزنا احكي عالاسلام الحمد لله بايعين الاعلام قعد العاهرين الفاسدين الجزاير يللي يشوفو,1
تلائي واحد تركي ماشي في الشارع عمال بيتكلم ماتفهمش منه اي حاجه لغتهم خره,0
هون المشكله مش قادرين نحكي بوجهم,0
الا ليت الشتاء يعود يوماً فنخبره بما فعل فينا اللهيب,0
(أميرنا اللي دونه تسوق العمار) رفيق الطولات إشملته الوجايب على نهج الصحابه، الأبرار سار صق المجديسابق ريح السحايب حبيب الملايين صلف الاشوار تميم ابو حمد طيبن على طايب الشاعر محمد خير الحريري,0
سبحان من تنفس الصبح بأمره، اللهم بك أصبحنا وعليك توكلنا وإليك المصير .,0
هههه كيف بدهم يبطلو كل شي بيعملوه بحياتهم,0
"قبل تسوي أي معصيه؟ حط ببالك الموت فجأه.""",1
RT ريال وجميل بعد مب نفسك لووووعه🤢😷,0
تخيل مسلمين بيدفعوا دم قلبهم علشان يروحوا يلفوا حوالين صخره سوده,0
خذلك منشن شتائم خخخخخخخخخخ,0
👊😂😂😂😂ياارب بس متاخدكيش الجلاله تانى وتقاوحينى لما اقولك هتكسلى بعد كده😂😂💔,0
تسب ربي لعنة ديوث,1
رجاجيل اخر زمن😣,1
""" إذا كان معك الأمل فسوف تقطع الطريق الطويل بهمة ونشاط رغم المصاعب والمشاق، وإذا نُزع منك الأمل ذابت نفسك وماتت همتك وسقطت قوتك.""",1
بخليك تندم انك حكيت معه,0
أخت ديما نحن معك ومع كل لبنان ...بس الخوف من ضياع كل شي بلا فائدة ...وين البديل وين قادة الثورة...,0
تحسهم بحكولك هاا مش احنا لحالنا الي بنعمل اغلاقات لكن بنفس الوقت بعملو حالهم مش شايفيين البلاد الي بتتعايش مع المرض.,0
لغناية باهية نعن زبور أمها,0
انتي انفسن نفسية بالنفسيات كلها ههههههههه,0
بليتينا بالثلج وبتشربي شاي واحنا ميتين من البرد,1
شهر مقدس ايها تنتهكون حرمة رمضان الستم مسليمين بلاد الفسق والدعارة يعلن حربا,1
توصيلة لاب المجر تحت عنوان كيف تسرق الكهرباء,1
اه والله السكك الجديده دي وفرت علي الواحد لفه كبيره جدا,0
اكيد دكتور التنسيق المسبق وتكاتف الجميع يجعل الضغط اقوى وانفع يسعدني دائما مرورك المميز ونصحك الرائع مساء السعاده لقلبك,0
ولك سوي أي اشي بالدنيا ولا تفوتي على الرويال اكاديمي,1
سبحان اللة العظيم افضل الصلاة والسلام عليك يا رسول الله استغفر الله العظيم الحمد الله لاحول ولا قوة إلا بالله العلي القدير يارب العالمين اللهم امين,0
كذاب بنص عيونك لعنك الله يا كاذب تكذب وتنافق كي تدافع عن اسيادك الاتًراك المجرمين تف عليك وعلى الاتًراك الارهابين,1
بديش شهر ١١ يجي ما بدي خلينا ب ١٠ شهر زفت ١١ ما يجي,0
أقوي شيخ روحاني لجلب ألحبيب خلال48ساعة عن طريق ألخاتم ألروحاني وفك ألسحر ومس ألشيطاني ورد ألمطلقه وألصلاح باذن الله 00962786160039.*,0
اللي عايز يقول اي حاجه بيقولها كله فتي ففتي و خلاص دين المسلمين دين بايظ,0
الدين المسيحي ده دين حب وسلام,0
الامراض العقليه والنفسيه بتويتر,0
شعب جاااااااااهل,1
اكيد انتي مره لابوه زيك زي كل الحريم,0
الله يرحمك ويجعل مثواك الجنه ...,0
ولك انت اءا بتسيدي لا نيعك والله اريح وانجح للثورة ولا جوزك خليكي ساددتيييييييي,1
لو بتعيريناسكوتك. مين أنت تتمسخري عالرئيس مفكرة حالك مهضومة؟,1
او اشربي ميرمية,1
ههههه اكيد ولو عالطاير هههه، اسمعي اغنية اسمها لشو التغيير لشربل روحانا والثانية بس تسمعي هاي بحكيلك ياها :-),0
النسوان كلهم شراميط في الحقيقه و حتى في الأفلام,0
السلط يا قرابه,1
ربنا ياخدك انت وامثالك,0
من امبارح الساعة ٦ وانا بستنى بتيكتات مشروع ليلى توصلني! مش فاهمة وين المشكلة بالموضوع وكل ما ارن عليكم عكلمة ربع ساعة ونص ساعة,0
#اسقاط_القروض_لليوم_255 #الكويت . قائد من القادة ف الجيش المصري السيسي يسأله عن راتبة اللي هو ١٤ ألف و٢٠٠ جنيه .....نضرب كل ألف ب ١٨ دينار يطلع راتب القائد نقول ٢٥٥ دينار كويتي ...يعتبر راتب عامل في وزارة .. وما تبونهم يتهاتفون على البلد بهالكمية الهائلة اللي اغرقت البلد فيهم . LINK,1
صراحه مايا الحق السيد عامل كليب مرا تغني وموشم ويقول صوت المرا عوره امك العوره بشير جبري مستواك الثقافي حمار منعرف وعلاه جايبينو هالجبري,1
انت راجل بلطجي ونصاب ربنا ينتقم منك,0
ترى العز لو بالقل زينٍ على الفتى.. والذل لو بالمال ما زان صاحبه..,0
"بأن القرأن قدحرف واﻻغرب من ذلك القائلون بأن محمدا -ص- قد كتب القرأن ولم يكن وحيا"" ""..أم على قلوب أقفالها""3",1
أصلا المصريين كلهم منافقين و خونة,1
كيف يتأهل لدور ال4 النهائي في ابطال اسيا؟ 1- الفوز بأي نتيجهة 2- التعادل بأي نتيجة 3- الخساره بفارق هدف بشرط ان يسجل هدف.,0
#حيوان_المرموط طيب باقي م خلصنا من كورونا ي مراميط ! LINK,1
هيك انا بعتبره وسط النا الجنه تعوضنا ان شاء الله,0
مش هية الي سجنوها عشان لبسها قلنا لايريد إسقاط الولايه الا الساقطين,1
والسيارة العادية رح تقضيلك مشوارك .. وإجريك بالحالتين رح يرتاحوا .. البيت الصغير بيسترك . والقصر الكبير بيسترك .. والثنين ما رح تاخد ع قبرك منهم ولا حجر ! ما في مثل الدنيا مش مين معه مصاري اكثر ومين راكب سياره أفخم...,0
هاظ ع قولة مش عارف مين بكون رد الي مش هو,0
الحمد لله لا أبوي ولا أخوي بيدخنوا ولا حتى بشربوا أرجيلة ...وأنا بعتبرها أكبر نعمة الصراحة,0
انا مجبر اخاك لا بطل بكون من التعزيل بس امي لو بيدها نقبع بلاط الدار و نركبه بتقولش لار,0
لانكم انتم وهم خنازير هذا الزمان فكيف تحاربوهم لعنه الله عليكم وعليهم اعداء الاسلام,1
RT بالغوا كثير ووصلوا لقلة الادب .. الى اين يابنات ؟ 😷<LF>#بايع_الكليجا URL,1
جيتي تتكحليها قمتي عميتيها. ايش بها هالرسالة كا ديما؟؟ ايش بدك ياه يطلب من تيارو نزال عربد وعمول مشاكل م… LINK,1
أنا لو شوفت واحد تركي هطلع ميتين أم اللي جابته,0
انا نادرا لأشرب القهوة أصلاً بس الي بده ساده يعمل قهوة عربيه.. اتركو القهوة الحلوة بحالها,1
"“ ﴿ وَلا تَيْأَسُوا مِنْ رَوْحِ اللَّهِ ﴾ إن فرجهٌ قريب ، ولطفهُ عاجلٌ وتيسيرهُ حاصلٌ , وكرمُه واسع وفضله عامٌ ، سبحانه”",0
تحملنا واحد كلب علوي نجس سنة وسكتنا عن مجازر أبوه بحماه من سنة وبس إجا حدا عم يضرب ويوجع فيه ماتحملناهم يومين خف علينا ياملك الديمقراطية,1
انتي خففي حقد ونشر فتنة وما حدا بيبزق عليكِ,1
خاب وخسر من ادرك والديه ولم يدخل بهما الجنه,0
وعسكريا وشعبيا اخذناه ان ان شاءالله .دم ولدنا البطل الشهيد بكل داعش وسنوفي عهدنا,1
بكرَه السياسة و بفهمش إشي فيها,1
حلقة سيلفي عن داعش ما الها داعي ابدا...,1
والله الواحد بيقلق لما واحده ست تركب معاه بيبقى متوقع منها أي حاجة,0
مدري يمكن عشاني احب الرجل القوي / ياكرهي للرخمه الي بس يولول تقل حرمه 😤<LF>كل رجل ضعيف رخمه يأنفلني وعوووووووه بسسسس 😷,0
هذا ردي له نعم انا سعودي وكلي فخر راسي فوق أنتم ما قهركم وداعس على روس…,0
كريستيانو اول لاعب برتغالي يسجل في 3 نهائيات اوروبية [دوري الابطال 2 1],0
كسم الفليبيين واللى منها يلااا فى ايه 😠,1
الامهات من وين بجيبوا طوله البال لاولادهم يما عنا صحبيت امي وقردها اما شلني,0
لاتسمع كلام الحريم اتزوج اذا كنت قادر على العدل بين الزوجتين لانه التعدد ربنا شرعه شرط العدل,0
أيها الحمير يكون صوماليا أو مزمبيقيا المهم افريقي خير منكم أيها العربان المنافقين الحاقدين أيها الكلب أيها القرد أيها الزنديق أيها القليل التربية أيها الفاجر لعنة الله عليك وعلى من سبب ولادتك ولا على الرحم التي حملتك,1
انا ضد التحريض القادسيه كيان من يعمل يرشح نفسه القادسيه كيان عريق اكبر من اي شخص من يريد ان يعمل النادي والجماهير تقف بجانبه,0
انتبهي من كتر النفخ رح يفقعوا خدودك,1
نسيوا إنهم بيتعاملوا مع ناس كفره لازم أصلا بيدوهم كلهم من العالم,0
ما كان لازم يضربوكِ في للصّبّاط ال ٤٨ كان لازم يحطّو بتمّك فرد مرّة انت,1
الملحد العربي هو الوحيد من دون كل ملحدين العالم اللي بيدعوا للالحاد 😂 #تصميمي #مونتاجي #صوتي 😂 #أنا_اللي_حعبي_الشريط_بصوتي 😂 #الإلحاد_الوسطي_الجميل LINK,1
يا ريت تعيرينا سكوتك و نحنا منعرف نميز بين الشريف و الفاسد,1
""" كت تويت : سوكان يعطيك هدية انك تزورين شرطة اس ام .. وش بتسوين اول شيء ؟""badawer 3a shineeeee x'll",1
ياجماعة ترا الامر طبيعي اذا شفت شخص حلو اعبر عن اعجابي سوا رجال او بنت انقلعو استشرفوا هناك وانتم لو تشوفون مكوة خقيتو ...<LF>هرامه شيبان 👎🏻👎🏻,0
خدعوك فقالوا : ((إبن القيم قال إن الشيعة أشد خطراً على الإسلام من اليهود )) بكل أسف تم تسويق هذا الكلام... fb.me/5NafTSrb4,1
مكان كفار أعداء لديكم أملاك تونس خنازير لعنة أبناء الشيطان مصيركم الموت حرقا وقطع رؤوسكم العفنة بإذن الأخوان المسلمين قادمون مكان اليهود والنصارى يجب قتلكم ليوم الدين,1
أطباء أردنيون يعارضون النقابه ويعلنون فحص ومداواة الفقراء المرضى بالمجان منهم د ابراهيم الشبلي العبادي طبيب القلب المشهور ️,0
ممتاز للافطار والغداء اما في المساء الاجواء 😷👎,0
بشرى سارة تم تأسيس شركة مجموعة العوامله والنسور للتصوير والانتاج الفني بأحدث الكاميرات Full HD video…,0
بطل تعمل حركات شعوذه دي بايدك بتاعك ده ياض يا مسيحي يا كافر,0
يا ريتك كنتي تحت لندعوسك,1
بكفي تضحك هلأ بيطئلك العرء بعدين مادخلني انا,0
#ديما_البهيمة,1
الله يلعن كورونا ويلعن الصين اللي فرقتناا💔💔,1
لا تصفيني بما لا يليق لإنو كل إنسان يتكلم من وحي تجربته الخاصة . . لا يوجد إنسان أحمق وآخر ذكي. ليس وظيفتي أن احلل ما تكتبين. قد أكتب تغريدة وتتفاعلين معها بطريقة غبية. فهل يحق لي أن اصفك بالغباء ؟ لأنني لا أعرف ماذا أوحت لك.. لذلك كوني مؤدبة مع الناس حتى لا تتعرضي لردود قاسية,0
والله العظيم و الله العظيم فايت اكتب نفس التويت.. الله يسم بدنك كنت تعبان و حاب انام راح النوم من عيوني .. حسبي الله فيك و في تشكيلتك و في جبنك يا ايميري برشلونه ...,0
"""ولمن خاف مقام ربه جنتان",0
فاسدة و رخيصة. كل ااسلطة اصحابك يا كاذبة,1
جد والله كنتوا بتحزنوا معلش,0
ي اااخي من جدها شركة اندومي !! للحين كاتبه طريقة الطبخ ورا .. ما يدرون ان شعبناا ياكلهاا يابسه,0
"خبر العربيه يقول ( داعش تفر بدون مقاومه)* صباح الكرحوت"" رئيس محافظة الانبار"" يقول ان المقاومه شديدة من قبل داعش) في الانبار"" دققوا الخبر""",1
أنا ببئى غشيم جدا وغبي لما الكلام يبئى على الأمريكان الخونة,0
بدك تنجح بكلية خيط بحلف سلطيه,1
احذر من غيره البنات ممكن تحرق قاره,0
بالفعل شر البلية ما يضحك 😂<LF>أنتم اخر من يتكلم عن الكرامة <LF>يا عديمين المروئه <LF>دمرتم وساعدتم الاخر في سحق كل جميل في وطني 👊🏻 تف عليكم يا وصمت عار الزمان 💨🗣<LF>#الحوثي عدو الانسانية,1
يصادف هذا العام الذكرى المئوية لتأسيس الحزب الشيوعي الصيني,0
جماعة السلط القضية بالمحكمة وقريبا الحكم بها.,0
“ اللهم ما أصبح بي من نعمةٍ أو بأحد من خلقك فمنك وحدك لا شريك لك، فلك الحمد ولك الشكر.”,0
هناك نساء..يزينها الذهب.. وهناك نساء لا توزن بالذهب,0
بكفي غيرة وحقد بكفي يا رب تموتوا بكيدكم و تخرسوا وتاكلوا هوا,0
مين بسرق علم اصلا,1
في سوري بوسط البلد(اربد) ببيع الصوبات ب ليرة و ليرتين عشان هو الوحيد الي حاسس بالفقراء و المنكوبين،. يا ريت الناس يصير قلبها زيك .,1
اي حدا طالع على التكنو خذ طريق حوارة/رمثا شارع البترا مسكر,1
ابو صطيف وينك و ينك كلنا بندور عليك @ الحدود السوريه الرمثا,1
إغلاق الشارع أمام و المؤدي الى السفارة من قبل الشرطة و الدرك تحضرا للإحتجاجات اليوم.,1
انت اي متى بدنا نلقطك؟ والله لنمسح فيكي الارض,1
"- الهبال وسعة الصدر والتنكيت والسخافه لاتؤثر ف انوثتك ابداً انبسطي يَ بقرة ولاتسوين فيها انا الدلوعة المعوقة """,1
بالعكس عارفتيني نيات ودرويش,0
الأخلاق نسبية وتحتاج لمعايير ثابتة يقاس عليه. وهو ما فدمه الإسلام للبشرية,0
حسين مني كال بل سانه الرسول اذن هذا النص يوجب طاعته وماتروح الشيعه سعيا للجنان الجنه تتعنه وتلوذ ابشيعته #زحفا_للحسين,1
في الدوري الإيطالي لاعب دفع لاعب و سقط على الارض ف حرم اللاعب من 10 مباريات رونالدو لكم لاعب على وجهه و يحرم مباراة واحدة,1
اللهم أجمعني بأحبتي في دار كرامتك وأجعلني ممن يقال لهم إدخلوا الجنة بلا حساب ولا عقاب,0
داعش يامن تسمون انفسكم الدوله السلامه اذهبو الى القدس وحروروها من اليهود ولا فقد تتشاطرون على دماء المسلمين الابرياء,1
دينكو بيتهان قدامكو و انتو ساكتين انتو خلاص بقيتوا عاملين زي الكفاتسه الجبنه,0
ربي لك الحمد كما ينبغي لجلال وجهك وعظيم سلطانك,1
انا ما كرهت اردوغان غير من الخريات ; جماعة الاخوان الإرهابية !!,1
قال رسول الله عليه وسلم ستكون فتن القاعد خير من الماشي والماشي خير من الساعي من تشرف لها تستشرفه.فمن وجد منهاملجا اومعاذافليعذ به ),1
لسانك حصانك أن صنته صانك وان هنته هانك .,0
انا العيد عيد كله نوم في نوم,0
<3 الحمد الله الذي اكرمنا بزيارة القدس,0
إزرعوا الضحكات الحلوه في الناس اللي حوليكم لأن مصير الحياة ترد عطاياكم اللطيفه في يوم تعيس بالنسبه الكم,0
- احنا للضيف، وللسيف ، وللكيف ، و لعازات الزمان .. وعزوه وفزعه للناس الغانمه وشوكه بحلق الساقط ولجبان,0
يا الللللله شو بدي قلك: غبية، وفاجرة، ولقيطة، وحية، وناكرة جميل، ورخييييييييصة، وهبلة وطشمة وكذابة كمان.… LINK,1
شو بدنا نسوي العمر رايح,0
مين ديما الداشره,1
حيوانة بتهربي زي الحيوانات,0
بحقكم منا لعشر سنين تصير تونس وكر دعارة الجزائريين ويصير العلاقات الجنسية مباحة الغرب نصيرو نجو لتونس ننكحو لذ وطاب ونروحو,1
فداكي التمتوم كل ما اسوي كنتور افتكرك لما حكيتينا انو نحط من تحت بني مان يكبر,0
مش غيرانه !!! ارحمني شو حلمي اقعد ب لاب يعني!!! قصدي انه هو تخرج و انا لا!!!!!,0
يا باشا إنت فاهم المصريين غلط إحنا مبيفرقش معانا لو إنت سعودي أو خليجي أو أمريكاني مبتفرقش معانا الجنسيه خالص إحنا هنا بنعامل الناس كلها باحترام وتقدير,0
زمان كنا نسكر حسبات داعش هاكر واكتشفو وصارو يعملو زينا ويبلقو يمكن فعلان اتسكرو احاول ادور عليهم بلافايدة,1
نطالب باعدام ساجده الريشاوي و جميع قيادات داعش في السجون عند المسجد الحسيني بوسط البلد,1
شعلي منهم رئيسنا علوي خنزير اشرره على المسلمين لاتشره على الكفار,1
"المتحدث باسم الخارجية الإسرائيلية: ""كراهية المسملين في أوروبا لا تعني أن اليهود محصنون"" al-masdar.net/?p=902359",1
صحيفة القدس العربي/ الجيش الاسرائيلي يعلن عن مقتل ثلاثة جنود اسرائيليين في قطاع غزة - عبر تطبيق نبض,0
الظاهر اننا قريبا سنترحم على ايام رجال الدولة العمالقة.. مروان جمعة وخالد الإيراني ومحمد المومني..(مقارنه ) اهلا بكم في زمن ديما بيبي وهالة زواتي وفالنتينا قسيسية..,0
ريحة زنخة �,1
الحمد الله أصلا مش كذاب يالبن,0
ياعمي روحي تسرحي ببول البعير مشان ينعم شعرك ههههه لك وقتها انتوا عايشين بخيم بخيم ياغجر البدو,1
مو حكيتلك انه لاعب متردد ومهزوز وما عنده ثقة بنفسه اكثر من حاله يكون بمواجهة مع المرمى وبرجع الكرة للخلف او للاعب اخر بجانبه,0
